"WT"	"dQ"	"HtoA"	"Null"	"WT_pH7"
"YDR419W"	-0.0910437490117573	-0.002152514440656	-0.246158581218826	-0.0733221699313339	-0.160557973033261
"YDR420W"	0.148274833311551	-0.00410580212675018	0.0962825064790111	0.0263315468593646	0.325009820410089
"YDR421W"	-0.0954244277339085	0.263647787454108	0.00544732927005543	-0.105956484008805	-0.603979535393311
"YDR422C"	-0.10887899690256	-0.06283920959897	-0.315218499194027	0.049694798934007	-0.165627000471188
"YDR423C"	0.624672205431719	1.55361420345388	1.07956393059696	0.162358206388434	1.99549569527747
"YDR424C"	1.08187513973896	0.935763408778589	0.998710832616704	0.527612946836446	0.660107609835484
"YDR425W"	-0.0156579217149242	0.538384994295611	-0.0356697534162121	0.127611781100805	0.77847211372383
"YDR426C"	0.65290847686197	-0.138563657278211	0.0129234680634892	0.69241117894017	0.657520376039826
"YDR427W"	0.031610821662375	-0.0267199505426605	0.322007335910149	-0.00442921238096806	-0.208349702256432
"YDR428C"	-0.0772814553474448	-0.171137518842835	0.0579507581202038	-0.438725422347612	-0.780364976557738
"YDR429C"	0.360031648798198	0.908659465047297	1.46553680364442	0.267572363873046	0.260264351091754
"YDR430C"	0.0487906894281871	0.252057356972071	0.335606354742296	0.0338620361229427	0.871583103566207
"YDR431W"	-0.0301646409216243	0.0763087084368465	0.842705537161602	-1.04462669912187	1.68570733191328
"YDR432W"	0.738118408254695	1.47433125265741	1.6068082898121	0.360549224045598	2.48464151119424
"YDR433W"	1.60935432716235	2.0636973048049	2.54811590042719	1.05291721032566	2.91211026577549
"YDR434W"	-0.359073300033936	-0.238643442253248	-0.218955532524356	-0.72508987203649	0.360200553332232
"YDR435C"	-0.0797529079034549	0.56882422051856	0.122752471586489	0.0858227771704566	0.34534761657389
"YDR436W"	0.213947987673697	0.458560009873581	0.121645804342298	0.0971019224329224	0.207860379983931
"YDR437W"	-0.480441968728298	-0.707732680130312	-0.653546757747003	-0.261527651303201	-0.622422564577349
"YDR438W"	-0.370024300105461	-0.344336526258134	-0.435194963077807	-0.123219025291558	-0.780810701575998
"YDR439W"	-0.138701164542124	0.0157611588879989	-0.152143226098028	-0.169940711697142	0.142609611286643
"YDR440W"	0.073212452998014	0.197369418816809	0.127708790733266	0.112257881123857	-0.444114866064643
"YDR441C"	-0.0761581026920826	0.10014608217728	-0.157762888179305	-0.100570418889293	-0.0823591532047448
"YDR442W"	0.683310476008692	1.27001412845922	0.301405559894082	0.581836051539265	-0.986110740587389
"YDR443C"	-0.120523246493157	0.340028002889056	-0.1080150554333	-0.0512106085412679	-0.440350088240714
"YDR444W"	-0.184716376653763	0.25280900557372	-0.0289498134474024	0.393358324327519	-0.788608064350631
"YDR445C"	1.1853196482941	0.374911746580194	1.16473417808667	1.54773554842659	0.00905778416375209
"YDR446W"	1.32902335858351	0.682511243641557	0.415883733094145	0.298836867400448	5.28350603136107
"YDR447C"	-0.460895869808314	0.124526658178656	0.622694177677358	-1.95291884164761	-0.481577355319778
"YDR448W"	-0.102562964656159	0.139089326408108	0.00770746282758202	-0.279079317311465	1.82584312787293
"YDR449C"	0.390794987787167	-0.313459326357081	1.11980965370905	0.393489197333617	1.98757828697487
"YDR450W"	-0.473934714958449	-0.392181348108354	0.396574386992538	-1.52314732978756	-0.674169695691225
"YDR451C"	-0.582530169088943	-0.717265992049214	-0.470858505751857	-0.507520451970038	-1.21175959572112
"YDR452W"	0.15249105816767	0.193577013776791	0.11531947531827	-0.130779344025213	0.154046970395912
"YDR453C"	1.59793793332764	5.41402472812892	4.23589226158179	0.254173117408871	2.03729762349404
"YDR454C"	0.245143976655162	0.358807307368956	0.726001624820118	-0.287363288217496	-0.199095826148033
"YDR455C"	2.27902500713498	1.74427111638991	1.97445991304249	0.411121578163107	3.38180119410264
"YDR456W"	-0.180825870252164	-0.137286538193333	-0.341636996695139	-0.174325856347431	-0.341952895790928
"YDR457W"	0.566180298983432	0.292386575534341	0.758784823551013	0.137935787438931	0.362533814615848
"YDR458C"	-0.0318978336368649	0.601839951318678	0.119499589631975	-0.142428318373614	-0.313205154231756
"YDR459C"	-0.0633223432346808	-0.353809277660559	-0.483451024468078	0.020157386111465	-0.29677269832473
"YDR460W"	0.417058897794852	0.0655200940820084	0.24260501990571	0.321012487060944	0.295262867548724
"YDR461C-A"	1.91661988192369	2.16826847992544	1.93844187573309	0.643494945289086	2.71607092357707
"YDR461W"	0.967228184187803	0.503572958814895	-0.458007353549048	1.54065062125199	3.61207245183095
"YDR462W"	0.861742902774471	0.611657535825362	0.604293813519754	1.16786633222683	1.18701121821991
"YDR463W"	0.271461949325374	0.0615518693261331	0.00113298160950233	0.466087777405525	1.04731561879701
"YDR464C-A"	1.97466469392951	1.25203455186625	0.520046675334129	1.46404115689029	0.629187572503315
"YDR464W"	0.788253206247409	0.157657660547507	0.374727127633376	0.913166067776835	1.09021516050076
"YDR465C"	-0.415704030970125	-0.407391678724528	0.292180407376208	-0.495690782388048	-0.483091985396973
"YDR466W"	0.187854811769252	0.391862812867995	0.180047721811317	0.0995106115397865	0.20725699253556
"YDR467C"	1.22904203241027	0.659103802241613	0.547254197726019	0.781274026383879	0.609267686200753
"YDR468C"	0.075686209528446	0.104427122787431	0.22453384213168	-0.129529955907355	-0.263442572619494
"YDR469W"	0.187331061859976	0.580193842262063	0.623435802316664	-0.0453946710447167	0.528846185687779
"YDR470C"	8.08150774905614e-05	0.0187536456150109	0.0204679552506507	0.0986025932348362	1.2348789443082
"YDR471W"	-0.418760502043749	0.373451247763879	0.78903568951199	-1.94549783368568	-0.746679045844776
"YDR472W"	-0.885017512337756	-0.852024664659251	-0.520834981372777	-1.02999682821305	0.052558405003151
"YDR473C"	0.370949047756175	0.445383967570369	0.336534801916054	0.648503602161877	0.557385302003085
"YDR475C"	-0.157562337092815	0.212813292561792	-0.149435488693463	0.0159682576584421	-0.14515054967542
"YDR476C"	0.892011652665835	0.592103749000716	0.764113060889293	0.487758325815035	1.88887786987831
"YDR477W"	-0.39774523954118	-0.334242655625006	-0.421927587608725	-0.457556907266224	-0.381593694653577
"YDR478W"	0.155400346468559	0.397245554565708	0.533148625701993	0.250351087965518	0.999772894037852
"YDR479C"	0.14771881971732	0.321422478821337	0.267815012071624	0.0523140574170482	-0.0305280114475457
"YDR480W"	-0.219654690257451	-0.315715170076331	-0.439734579859531	-0.204481331797081	0.506348324437424
"YDR481C"	0.565404927013686	0.197417731316	0.260135105316029	0.191859307739088	2.2352449838394
"YDR482C"	0.838026072903464	0.104530933244727	0.637790152544824	0.439767859118308	1.50529934187884
"YDR483W"	-0.0616716508790977	0.0978978148604916	0.188574252647852	-0.42824122380568	0.435957468540744
"YDR484W"	-0.450662950712821	-0.297942062701218	-0.453723589692184	-0.624542112545236	-0.672683219064127
"YDR485C"	0.343987964140425	0.5358218208337	0.257739293367281	0.583274221048296	0.677892272835018
"YDR486C"	0.51203017588613	0.244540394311128	0.650622721180708	-0.100506308485934	0.171698339450024
"YDR487C"	0.319956034545801	0.492926623267104	0.594501760766394	-0.0746941495176698	1.2920835927615
"YDR488C"	-0.409086447250037	-0.714148611292151	-0.808953938130537	-0.510198411446264	-1.02974986889614
"YDR489W"	-0.00438944217914686	-0.418266490244735	-0.207502617162061	0.129220284899286	-0.555276092280175
"YDR490C"	0.139456861112377	-0.415529448913775	-0.396048197437844	0.302048958618118	-0.621846378472572
"YDR491C"	1.38103711495793	0.87879865593973	0.408069819384612	1.46553482370016	1.44622553882637
"YDR492W"	1.79725924321452	-0.0294534067767482	1.34769806653005	1.28752945819091	1.78517000356222
"YDR493W"	0.315118336139605	0.47634721461916	0.36538724035904	0.530340207856806	0.125333971702279
"YDR494W"	-0.0195497072132202	0.319208982680928	0.14751890755945	0.375339863659161	0.336526662108895
"YDR495C"	0.126407553783494	0.0813332500229399	-0.058132376921436	0.00575256476461252	0.0127141320425301
"YDR496C"	0.386928127016462	-0.167367443640632	0.930374091686259	1.97283613322467	0.569537157753568
"YDR497C"	-0.749644821789963	-0.53838892742873	-0.383893925953812	-0.532688383872456	0.0542690291733878
"YDR498C"	0.214872452682337	0.0304698311296695	0.151137423970841	0.463399857319948	0.345204204935272
"YDR499W"	0.220598641457326	0.195506342378841	0.0601011375694109	0.623009767952387	-0.102309478612982
"YDR500C"	-0.397661951802911	-0.227373942923923	0.565251195359745	-1.52286164797717	-0.845057314240863
"YDR501W"	-2.25735866859944	-2.19782649147331	-2.50628430064302	-0.952085115303667	-1.92931033640408
"YDR502C"	-1.57984672413674	-1.75225469353048	-1.55492999936174	-2.16513402560846	-0.353412135082005
"YDR503C"	-0.927841941607039	-1.74524993886314	-1.38123760751637	-0.838622995343332	-0.986328263713331
"YDR504C"	0.875450300887994	0.0530224648155726	-0.0976110689770697	0.233863213412618	0.738195856495156
"YDR505C"	-0.252605381292644	-0.0134484055978349	-0.132144026469007	-0.162808180167265	0.507897307828295
"YDR506C"	-0.000444320979031291	-0.243413192216298	0.157385226283453	-0.0445452736064278	0.70931961680873
"YDR507C"	-0.330742108365842	-0.546718686636641	-0.324859741107884	-0.844805368239856	-1.44455295361146
"YDR508C"	-0.5531235904956	-0.921191018018172	-1.12534200848063	-0.773906687688664	-1.40509006422698
"YDR509W"	-1.03216844871557	-3.2732369180878	-1.09415062707011	0.348760554514727	-1.78043354854893
"YDR510C-A"	0.55086561927186	0.550129447576144	1.00466036202135	-0.335756304271307	1.32775851501466
"YDR510W"	0.270520681421596	0.635502948861857	0.820574807248018	-0.514923144135312	0.994050966910034
"YDR511W"	0.160136609852723	0.262701888889246	0.287308430968989	0.20387962259688	0.641106055270049
"YDR512C"	0.639603002614234	1.11158106549813	0.75024364113515	0.0459657023776741	0.569247622365008
"YDR513W"	0.0283336783656034	1.43209002169566	0.656386370102003	-0.429520448903751	1.31622440684938
"YDR514C"	0.637103762310298	-0.155473343522373	0.954808440459615	1.09067347142616	1.44012554042444
"YDR515W"	-0.380751593303425	-0.759071749403727	-0.278942442844422	-0.391503615162765	-0.385376929125751
"YDR516C"	-1.9765081750939	-0.362471279808952	-1.17954728060184	-1.22238684368296	-0.138081393315225
"YDR517W"	-0.141781987482051	0.536310647096044	0.0847528477072624	-0.513849336478212	0.197403825647581
"YDR518W"	-1.10460570918416	-1.30973071526319	-1.45547015004023	-0.961164183038862	-0.813645576596267
"YDR519W"	0.0312863553688327	0.0387777419276827	0.384293145349554	-0.442859188274386	-0.240102133852621
"YDR520C"	0.147187364280731	-0.072890932800786	-0.426352667397134	0.764608613616827	0.0137996216644538
"YDR521W"	-0.45223001940277	-0.695527073211274	1.45313624480708	0.868456445281096	1.33237587298463
"YDR522C"	0.1479059192452	-0.520088756499981	-0.678510794424089	0.285774647084719	-0.145347284557461
"YDR523C"	0.598381862343276	0.11440182983832	-0.0441798353777891	-0.419762045536236	-1.26093813016154
"YDR524C"	-0.30859739800423	-0.411153867303713	-0.509140373906929	-0.236076610014884	-0.217712744941005
"YDR524C-A"	-0.607182924524588	1.27259402690347	-3.18934082965223	-1.32482035862559	-0.830748123424985
"YDR524C-B"	-0.639389174694252	0.61125611591795	0.711654417521668	-2.00271354883435	1.22672061533693
"YDR524W-C"	-0.719164230956676	0.457615905512464	0.656218839284078	-1.5981842230837	0.67883717902214
"YDR525W"	-0.207096147165771	-0.188093226997817	-1.86257847270731	0.272952751210587	-0.510085261918654
"YDR525W-A"	0.98885143700292	2.31470750964242	1.78716048567012	0.118208901102145	1.0272152481692
"YDR526C"	-4.20207622584076	-2.01700040273986	-1.10009709421332	1.04634138895637	0.218026372760507
"YDR527W"	-0.359370757387874	-0.067323057392406	-0.182113098521809	0.297153568397151	0.675909712768214
"YDR528W"	0.30090658903421	-0.921783840326527	-0.475237770970356	0.248653410332422	1.71867422789607
"YDR529C"	0.697992283984863	1.96175244277002	1.42691724151219	0.267754004470706	0.552150981312086
"YDR530C"	1.05539833817581	0.854363798219303	0.90575442196714	1.15852241721782	0.64692745327751
"YDR531W"	0.17163957687361	-0.233652422342081	0.158292487302126	0.345920410807861	-0.420596954971443
"YDR532C"	0.19221800430573	0.711407927916753	0.196406281614742	0.44698274464995	0.828569620168135
"YDR533C"	0.680939406735592	1.33809178532529	1.09244182629082	0.174639876099218	2.2670138651551
"YDR534C"	1.50457857533063	1.08520331563302	0.600797043407055	0.636760535714774	-1.26047765568085
"YDR535C"	0.0931671340982962	0.964407480827821	0.353135966250659	0.606257041848305	0.784384754550728
"YDR536W"	3.30901735358218	1.20771987549155	2.82369045559711	0.834188795909202	0.885151330120019
"YDR537C"	0.0519483761820792	-1.10028270625505	0.227979745236598	0.410677161386524	0.410553964665229
"YDR538W"	0.181484666539671	-0.485397317103611	-0.718391880064413	0.704291227059469	-0.0357482975861035
"YDR539W"	-0.102354544548792	-0.0247314657161936	-0.207458137491001	-0.2791833541104	-0.553325382297707
"YDR540C"	-0.548410244793471	0.56865240783406	-0.00562975789726033	-0.0865963154899091	-0.553486019494898
"YDR541C"	-0.966207726196603	-0.908917624175665	-1.05852973698301	-0.708319548630967	-1.54404801520754
"YDR542W"	-2.42498904870686	2.45581491304406	-0.712691793335751	-2.35333710267147	0.869847381039346
"YDR543C"	1.3807372936032	3.27549615155805	-1.05439760048101	0.464772239748931	-0.810928378492854
"YDR544C"	0.695516859423158	-0.512092940973316	-0.45876806577627	0.709672826017869	-1.35035778237305
"YDR545C-A"	0.796857493023992	1.97816033942532	1.41135119015457	1.04558395416783	-2.23865072228728
"YDR545W"	-0.873146252503292	-0.354497076068545	-0.916672242768667	-0.799006536028005	-1.52797594323694
"YEL001C"	-0.352644808024466	-0.134420323440446	0.184574940045723	-1.02489159666824	-0.895308741490763
"YEL002C"	-0.395798570944249	-0.233320978055358	0.051886221697118	-0.916473123912666	-0.749177756342822
"YEL003W"	0.197286934134871	0.197569623840775	0.589054534525333	-0.506005474892312	-0.461224384356978
"YEL004W"	-0.127071561697537	-0.0130459418236381	-0.203730419723152	-0.490568201706406	-0.650960863088641
"YEL005C"	0.242008465909377	0.335166498573461	0.100566269034731	0.244724484128573	-0.103303823900363
"YEL006W"	0.00260595745076307	0.177463473977615	-0.170895546818737	-0.0406964240389316	-0.129098160438532
"YEL007W"	-1.26391078526978	-1.19197332243618	-1.46588084591313	-0.515874875334294	-2.46024733776665
"YEL008W"	0.202911721473834	-0.389097648709778	-0.134563695903655	-0.0372163396607772	0.124024897375811
"YEL009C"	0.77283930559702	0.32314567960036	0.724287272982797	1.04258710837522	-0.28049852032215
"YEL009C-A"	-1.16526299359112	-0.0690588500359003	-0.0590992331062037	-0.586211623129117	-2.95777064000244
"YEL010W"	-0.448604439475337	0.326041863048922	1.69479139533835	-0.102614226391424	-0.671922518138267
"YEL011W"	-0.498405884430728	1.35249943189273	0.378383624093383	0.19091872660041	0.173636641041384
"YEL012W"	1.15158121700773	0.322003451684318	0.260074850940516	1.32173153536788	0.94894311472822
"YEL013W"	-0.761424769246794	-0.508459373811671	-0.86253872011503	-0.485640165117509	-1.54072351311441
"YEL014C"	0.0311465243576697	0.123720613844784	-0.0320472999284889	-0.271563548855188	-1.03640322380077
"YEL015W"	-0.0353819711663571	0.329687328365293	0.256614000751655	-0.011823462552173	-0.28626917068673
"YEL016C"	0.180795837872482	-0.0789127662011373	-0.0398217255648152	0.197455902497986	0.0303907959849497
"YEL017C-A"	-0.842126958978732	-0.344848667276092	-0.202561579371731	-1.69707991390819	-0.0516598295809626
"YEL017W"	-0.0289344762851777	-0.341445822856643	-0.269993941499352	0.0342765274516963	-0.483336672673614
"YEL018C-A"	4.51414557260316	-1.75372942861983	-6.50994430886809	-4.28454175962372	0.888723631258424
"YEL018W"	0.170615784651634	0.0809516408092185	0.169230278269486	0.260157476716831	0.133670691520426
"YEL019C"	0.0222461611865584	-0.0627156994378818	-0.236714687677811	0.288596995599775	0.396181202566039
"YEL020C"	0.580465759088482	-0.159670587248839	0.0300214979252574	0.43241098476409	-0.0713942164692785
"YEL020C-B"	-1.45663744032134	0.192590363617052	0.812497378043985	-1.09198891873413	-1.06040424271262
"YEL020W-A"	-0.0273985502040787	0.871941808927129	0.525869965027052	-0.50239669086314	0.187115053444763
"YEL021W"	6.85108375541442	0.684700541744988	0.306578344394113	0.296048144165541	0.888708691981358
"YEL022W"	-0.0787628930283558	-0.315639724416333	-0.114713407320657	-0.461174588611367	-0.62595066262444
"YEL023C"	0.233469601370927	-0.0132292837260928	-0.239708704904611	0.0176662450575205	-0.532540542896565
"YEL024W"	0.376493354176098	1.08140171849097	0.953683358756131	-0.0174109604688046	0.327101432829668
"YEL025C"	-0.841131647205072	-0.322840644101216	-1.11359256732722	-0.86583732154989	-0.979953498241416
"YEL026W"	-0.252805593093819	0.306573320367657	1.04876500327866	-0.782894552344544	0.0924418475094895
"YEL027W"	-0.188694201704283	0.0279433671815729	0.283789165986598	-0.745030112985358	-0.181520761869682
"YEL028W"	0.440937825004237	-0.537671911438114	-0.559309428717163	0.934257942591665	0.11788922947352
"YEL029C"	-0.14103295220662	-0.231823456276128	-0.384315624587873	0.391345790232324	-0.469857551474055
"YEL030C-A"	-0.979276418447093	1.89908442261193	0.0835639170192186	-0.462386933004037	-1.48150519458684
"YEL030W"	-0.0230621553968892	0.105155903156957	-0.206769491534837	0.382443001346874	-0.0972353959152567
"YEL031W"	-0.63158309502488	-0.771139368339429	-0.422343084952175	-0.907979704133593	-0.18258369414586
"YEL032W"	-0.411427067755816	-0.560454825257835	-0.341808934269233	-0.117948442989956	0.180456867141318
"YEL033W"	0.24587393733512	0.215637737048795	0.580867352705232	-0.851786654132423	-0.452050957743584
"YEL034C-A"	0.259573957797651	0.0832976743856339	0.596902732130189	-0.97613680777626	-0.287654035402476
"YEL034W"	-0.471553210149691	-0.303888475389521	0.0703920980394648	-1.5678954257843	-0.832086323380936
"YEL035C"	0.573403803756767	-0.681128995477543	-0.74086199456106	0.285641244005721	1.28490694139559
"YEL036C"	0.0722543350825803	-0.545228436895991	-0.169044596597112	-0.143292632407373	-0.176018905760423
"YEL037C"	0.116496044953744	0.229002995135626	0.571941733765293	-0.207172550737533	-0.196230423589704
"YEL038W"	-1.07361555271744	-0.191519366467185	-0.633281859841752	-0.93130270705443	-0.939809327650472
"YEL039C"	-2.32927055317753	1.07316004525432	-0.476609492814018	-1.10822283024473	-0.953324104815455
"YEL040W"	-1.67005823028883	-1.62213560384947	-0.524896010325874	-1.49785792863641	-0.970120039611985
"YEL041W"	-0.272165783297904	0.543744033591162	-0.10826379743556	-0.346148082389848	-1.3810520499733
"YEL042W"	-0.0512033051550966	-0.240847011894549	0.208054742086968	-0.155801548947418	-0.725382757823943
"YEL043W"	0.0442543471373596	-0.329294285253573	-0.0677157910008984	-0.123232550565802	0.427691954579402
"YEL044W"	0.674092459383598	1.19266665720753	0.987782857222215	0.175484596183857	1.10876383391741
"YEL045C"	-0.24977381282176	0.503283519830377	-0.124131872555017	0.0741733130166082	1.64315401437069
"YEL046C"	-0.755151522258213	-0.560199176960251	-0.293049187274166	-0.996116245971363	0.0789629242400619
"YEL047C"	-0.933793692276438	-0.368092304163659	-0.558764734651646	-1.39503373227344	-0.384853965572785
"YEL048C"	0.108205698072669	-0.466634906925753	-0.0588214017757934	0.789498186334329	-0.215648964023328
"YEL049W"	1.81869761075869	0.3986614636661	0.742560809307734	1.43580644844347	0.479471727166551
"YEL050C"	-0.225336009559203	0.0652394614807532	0.0757100529660629	0.0593380092453352	-0.23270339478623
"YEL050W-A"	0.114642286741007	0.479173348075458	0.364298152898491	0.438144845010679	-0.0407878999897421
"YEL051W"	-0.388267619082913	0.090869825983009	0.102333544244885	-0.819676991535271	-0.256686236027262
"YEL052W"	-0.458099558708773	0.233237791684186	-0.216573762606619	-0.157705894060177	-1.04482967894888
"YEL053C"	-0.996919358765418	-0.266125204383982	-0.837927150607085	-0.455641317199736	-1.1064094597412
"YEL053W-A"	0.0384730281842972	-0.613584624028186	-0.388316535543104	-0.022346107775869	-1.79494008070334
"YEL054C"	-1.35385986604831	-0.510762797841961	0.142486805520594	-2.41988653199816	-1.45913275890131
"YEL055C"	-0.42889010582051	-0.0910505251039593	0.146818255690689	-0.783021647591131	-1.58585054818052
"YEL056W"	-0.20320195919983	0.275440060976342	0.0544743150381321	-0.253395623675878	-0.278071213840402
"YEL057C"	0.922510889681132	0.366226502273152	0.458463573187181	1.59014571752701	0.717110286728531
"YEL058W"	-0.0548619269425768	-0.277951009446706	-0.0508472142830956	-0.522192637376205	-0.134339718811993
"YEL059C-A"	1.59989357668007	1.07224123524058	1.01709427700888	0.784352088873672	1.89002870296193
"YEL059W"	0.991206550921468	0.177474078446629	-0.638258862176517	0.855287349639408	2.87223351957677
"YEL060C"	0.378918275340196	-0.310893565101393	0.138703634001716	0.401008829209439	0.894172547579264
"YEL061C"	0.260853934799899	0.153330618731022	0.443173446140515	0.41945172354216	1.39028038956918
"YEL062W"	-0.204066291875363	-0.154897511717319	-0.382512855710007	-0.196984594342874	-0.121591073862948
"YEL063C"	-0.307950094229488	-0.280447218208824	-0.450424965532158	-0.406573113922237	-0.606304287828378
"YEL064C"	-0.341499316768888	-0.299791244529686	-0.547119118496885	-0.0881557431214361	-1.25818997931609
"YEL065W"	-0.58092705907328	-0.685319126524173	-1.82175937446095	0.348975847684007	-2.55680168960513
"YEL066W"	1.22447259300431	0.444208009181988	0.81066273383515	0.453121640773785	-0.393713412007068
"YEL067C"	0.168568609441862	-0.375106812086103	-0.801886189113439	0.0726687186850941	-1.19954941474582
"YEL068C"	0.0922263560266838	0.301473407672915	0.119689142633434	-0.339981660272165	-0.620107159942357
"YEL069C"	-1.56141365467223	-0.00898785843372163	-0.56062867912365	0.569781830220359	-1.36903752179563
"YEL070W"	-2.44863520645852	-0.077804617538554	-1.59707453727231	-0.325191459516315	-0.818050441174911
"YEL071W"	0.180326534831378	0.000137598253639947	0.305109587916443	-0.536800549336539	1.07322114324977
"YEL072W"	-0.537168062144496	-1.33727743090073	-1.13460257252899	-0.030060078893058	-0.509435884986105
"YEL073C"	-0.219191920021697	1.6902184051761	0.651977192060214	-0.169439017816165	0.535801761635197
"YEL074W"	-0.159891609345761	-0.0729149838064968	-0.524222583416992	0.0157888557013144	-1.1880995735123
"YEL075W-A"	-1.0564258532045	-0.129105603378677	-1.05170889437996	0.126547515861435	-0.280609495905109
"YEL076C"	-3.78734247198696	0.413160292571703	-4.02214869448893	-2.20555255639553	-1.00257939117553
"YEL077C"	0.195795957608278	-0.211234969104609	-0.331892197116288	0.445007927415439	-1.39400285746855
"YER001W"	-0.0097615878414615	-0.734747080526324	0.201327542045107	0.0628806292241719	0.0242339906514894
"YER002W"	0.580915373976846	0.0615141627816656	0.843173333021136	1.09059249961141	1.36462131023023
"YER003C"	-0.755439235205349	-0.458847629510272	-0.340872350612421	-0.998803099891758	-0.766711690706518
"YER004W"	1.08613410943129	0.441065636159316	0.915776938921763	0.47510099256456	0.633825885870442
"YER005W"	-0.0855646040975408	-0.295867932723412	-0.100446284766037	-0.0113749348776291	0.152654670810227
"YER006C-A"	0.512567010567211	0.849508743214891	-0.68351014769724	-0.242101753602378	0.818268391469956
"YER006W"	-0.436807042407114	-0.108182239451118	0.461658371441876	-0.739393681895376	-1.61101203199207
"YER007C-A"	-0.251223585461308	0.475051107931563	0.669234259071983	-0.894603373082702	-0.945084049716744
"YER007W"	-0.378124222336934	-0.298456717798423	-0.337801152409482	-0.225589202498871	-0.659630888320578
"YER008C"	-0.0713481244255039	0.137339576706552	0.0515013676859585	-0.300147173124648	0.134964993757797
"YER009W"	-0.436816654660644	-0.195954136256925	0.226096941565734	-1.01390643206949	-1.21158364892192
"YER010C"	0.32974624396134	0.0952078057148424	0.189089294514573	-0.0964896194723408	0.436527781259972
"YER011W"	-0.572297821849809	-0.00521121862465681	0.0932856061925009	0.281144605686144	-0.0354514153980644
"YER012W"	-0.119967810557143	0.639085196600357	0.567521115031738	-0.45403775873229	-0.306936902015973
"YER013W"	0.175836193041304	-0.131790460500387	-0.279870697944588	0.449063282804124	0.744788965218248
"YER014C-A"	1.63626094170125	1.99015643500244	1.96129363858371	1.04479615838604	0.260782026162472
"YER014W"	0.218751355924773	-0.232348919879208	-0.172462517825323	0.0269381014371096	-0.562913831125491
"YER015W"	2.7630414621449	2.05469185152615	2.03762928644957	2.77326020030457	1.3600904106989
"YER016W"	-0.450654478707878	-0.314132926232027	-0.107890807848766	-0.592639482184315	-0.869213173869117
"YER017C"	0.398496001090696	-0.296623859865911	-0.029552598866917	0.56613243083633	0.921124968177063
"YER018C"	0.722585731745847	0.0115841592793461	0.343059326580447	0.733914545065033	0.139270797919245
"YER019C-A"	0.953000406775683	0.904559354509747	1.23594211973458	0.0748096330883713	1.01430205486755
"YER019W"	0.185684813880167	-0.396361924682446	-0.361725026684909	0.00494499610381522	-0.0483827115538296
"YER020W"	0.565726561620454	1.05446907638512	0.512655108492907	0.281096216065686	1.63014870494281
"YER021W"	-0.269174494488259	-0.197132752128185	-0.011314775461143	-0.499663006036587	-0.00479770907263039
"YER022W"	-0.357996662599944	-0.457644863461829	-0.457448807532473	-0.105571996664877	-0.64033735560712
"YER023C-A"	0.142121398792927	-2.0299378856894	-1.33812692276127	-1.13522078365558	1.00747529094137
"YER023W"	0.280703059742124	0.51006534852486	0.696707743213601	-0.171327322265639	0.0402648223313136
"YER024W"	4.61174190066701	3.08314650787832	3.39354629090899	3.69006642997005	3.5181365276789
"YER025W"	1.24815090974114	-0.223976243867887	0.635052879604158	0.393145646224623	0.0673249052579545
"YER026C"	-0.679260124113491	-0.123410786789062	-0.0106303025581449	-0.895838415004332	-0.291092198756803
"YER027C"	-0.496839858513699	-0.135009705875784	-0.164932491566914	-0.666161911546692	-0.937288644691767
"YER028C"	-2.26227447924751	-1.8497393097223	-1.92921930600648	-1.49409439555724	-2.03442654440414
"YER029C"	0.0508971564909445	-0.281041498693831	0.0771175908556611	0.495405922347873	-0.954766306999723
"YER030W"	0.956513947545553	1.14926033751832	1.18340789686087	0.499968390918781	-0.313711575036971
"YER031C"	0.120466829178875	-0.178600342721392	0.432892036772495	-0.575641224058855	-0.690398450702242
"YER032W"	-0.36005113069258	-0.707038484555709	-0.705480800291102	-0.506902698564254	-0.709000828792703
"YER033C"	-0.47301334427615	0.248653754345452	-0.46536519279032	-0.0146547391861489	-0.809011573225475
"YER034W"	0.418670996092608	-0.204964115951788	0.079781225320162	0.424996208937927	0.27273424982418
"YER035W"	1.21792682462087	-0.817088199422181	-0.0449765524512962	0.875459208300141	1.14625544432637
"YER036C"	0.0390845647891327	-0.25357163345844	0.311981013961531	0.271646929367427	1.53397985031168
"YER037W"	0.395738503769527	-0.0582921789730892	-0.146000312065187	0.147310555076977	1.57493066860476
"YER038C"	0.366963947812537	0.171633062571149	0.0130017737072159	0.478318257939881	1.08791030230647
"YER038W-A"	2.38923630284679	-0.0239133193500336	0.273993629880616	1.26139645582965	1.57895963296187
"YER039C"	0.713610064969103	-0.384257241733283	0.0494858959889901	0.567929169064419	0.762256988470891
"YER039C-A"	0.649281745035995	-0.633188962198298	-0.199828281360039	0.447952687760122	1.02365626082636
"YER040W"	0.0453466522289592	0.109283569549765	-0.372981494562415	0.622173042896004	0.273702215698918
"YER041W"	-0.193252054171248	-0.640173019619558	-0.523110998423837	0.0697209571429186	-0.537769737001361
"YER042W"	-0.939539191066743	-2.13327864801386	-1.7342567279713	-1.9343180474542	-0.617070227284833
"YER043C"	-0.993027968360498	-0.847856781737212	-0.213697966960858	-1.56570323281873	-1.23701310316606
"YER044C"	-0.785292344667368	-0.818524092654285	-0.906583752948498	-0.856517805721219	-1.7516369700031
"YER044C-A"	-0.612464417566741	-0.802278400277864	-0.435601266721806	-0.693480177484166	-0.0930934922068765
