"WT_Dex_1"	"WT_Dex_2"	"WT_Dex_4"	"dQ_snf5_Dex_1"	"dQ_snf5_Dex_2"	"dQ_snf5_Dex_4"	"HtoA_snf5_Dex_1"	"HtoA_snf5_Dex_2"	"HtoA_snf5_Dex_4"	"Null_Dex_1"	"Null_Dex_2"	"Null_Dex_4"	"WT_Stv_pH5_1"	"WT_Stv_pH5_2"	"WT_Stv_pH5_4"	"WT_Stv_pH7_1"	"WT_Stv_pH7_2"	"WT_Stv_pH7_4"	"dQ_snf5_Stv_pH5_2"	"dQ_snf5_Stv_pH5_3"	"dQ_snf5_Stv_pH5_4"	"HtoA_snf5_Stv_pH5_2"	"HtoA_snf5_Stv_pH5_3"	"HtoA_snf5_Stv_pH5_4"	"Null_Stv_pH5_2"	"Null_Stv_pH5_3"	"Null_Stv_pH5_4"
"YAL054C"	3971.59233626995	4849.07675831853	4651.30273603553	1799.71327489677	1980.14053126866	1561.86466948979	4559.45958481077	4752.29962093873	6197.22668529835	3436.35981669752	3866.74771571978	4665.41295247858	201564.647136959	174517.881352536	143478.986574938	44811.4137915938	24164.1175882211	36704.229611564	8471.10581389358	1127.42301070172	35037.1871404802	65911.2049987609	10732.002364351	44752.3971739513	222575.203081043	176838.070606304	228547.952302547
"YER065C"	2611.42667709869	2741.12520381741	2291.64032935286	3083.62783205017	3252.02669542522	2490.0696033429	3046.86320163685	3013.97323219961	2785.91667591386	2235.58459871653	2326.92336546404	2736.22721904843	154903.717012873	165336.653083129	120595.083744719	28709.7336965766	12043.3852863908	14409.0145752878	5078.02904201358	849.227722346751	11932.4262162022	38180.1086373078	1746.3011742493	18590.6148235221	35552.1035469452	30434.4161999728	70283.9054405134
"YPR001W"	890.276402895411	1261.09274552622	967.164478815928	592.833591172572	706.273236015285	551.303347977476	849.481063329763	1042.43387428159	1218.38286727957	530.099838366025	725.342911868484	586.542324083253	21114.0274783243	15496.1897905395	13215.3494724281	5419.94476825693	3321.37183946553	4918.45289585051	1400.26485317584	397.4218405071	3611.83808219068	6273.24616990035	2725.88313471577	3383.24194860778	10433.251812987	10239.4372199989	7997.61901650934
"YJR095W"	242.94112277471	267.982208424322	232.995161428574	85.9664529572279	121.83956245425	80.418590302514	149.092594788489	169.524286832856	290.014006972132	505.948093393741	478.901103257746	668.046964650653	34741.5499414939	37385.9811730419	27014.6031059389	7901.3843192914	2215.76450112289	3829.94282873605	781.235237232858	106.676388767695	4970.34727692203	8530.67641665864	180.830003250667	6029.38859141258	15068.3028947296	21541.7680705228	26729.9677541093
"YKR097W"	449.326841495545	711.991945911678	684.130088087257	282.461202573749	403.160178202274	284.856211433002	358.862408386247	455.186759120265	900.015535603459	1241.02812626812	1402.3296296124	1047.18908729008	16091.8384015515	22477.9535789187	17813.4943447783	4442.55175197949	1626.56223645058	3073.11680564132	605.788340735648	267.736818867941	1903.03560749556	5923.48843681735	517.690466449052	3096.31038493015	6052.22191906654	5092.97483477981	9696.24237452884
"YDL085W"	1174.34235523073	1215.55328527111	967.164478815928	609.580302787616	678.537400659846	431.159911862877	665.715772078835	754.898205454596	809.284896550725	714.643940974758	838.950837823789	903.828246292059	19706.8114493227	15694.4283024236	12928.6179930518	5954.5059972242	3389.61920602989	4553.78369828186	599.16770313198	213.352777535391	1407.90952908521	3823.87570376724	950.649159946363	2105.44005169674	4010.8608603506	5238.35125392258	4727.01709883153
"YMR096W"	263.503537555015	256.597343360543	258.796639036437	240.036199815636	330.848893168451	340.083436098583	241.842057825514	250.071738035207	340.239896447752	358.560521511599	318.102192674853	355.127362472242	1549.96309705665	1105.05682864291	1029.66318364245	594.659828673652	418.583848261409	467.289675276408	751.442368016351	784.385211527172	735.391340949611	681.387778780609	517.690466449052	661.855473549732	1209.10743019319	1201.41267140625	1625.01106897206
"YNL014W"	504.921518494147	627.91909620993	476.154541308731	277.995412809737	271.414960263939	293.576299538094	343.259694978149	398.054264662783	435.83110544974	609.367103916085	887.307031948355	633.844124412548	3847.41928696888	3384.79971530948	2651.26222246779	4094.6124905215	2600.22466610212	2972.32883646405	824.269381656702	309.570696816057	605.154095834871	1222.01939668635	766.719213782828	623.597931726048	1818.25692335894	1941.32378581684	1755.61351728204
"YGR239C"	241.417980939132	311.770150977315	346.365290311605	407.50331596608	402.169612653865	447.631189394717	277.381571699514	260.37431900295	378.314361050239	509.6637464664	424.136256899804	475.92888331321	1198.88247021868	1092.76931757571	1043.31706361274	668.992307257858	584.652440234686	712.845818362834	612.408978339317	916.161927063736	726.40946197618	591.815676405693	614.822011052267	652.928713790872	1300.18739556365	1398.2194275099	1628.96871892085
"YBL043W"	194.962154953999	155.009316637598	139.171606490893	74.8019785471983	120.848996905841	51.3516299522078	110.952628679806	118.011381994143	105.312348900495	204.360918996248	223.137618671188	339.117522360789	5484.18803351844	8334.20917317489	3850.39415162393	1388.59396163688	1260.30136922185	786.146159582663	195.308809308215	46.0172657429274	839.805684015739	1187.89669101972	86.7984015603201	863.345193821134	2012.11519827588	2505.00027890813	3391.7060061107
"YGL205W"	856.767282512692	882.764921868354	627.054092166834	468.907925221243	710.235498208919	370.119295127233	1027.17863269976	901.007535542582	951.051520070622	678.725961272387	875.654936978579	751.007045228185	11680.1823928787	15966.3918807108	14366.2912369832	8616.24134737781	5971.64457438152	8308.59367726758	4929.06469593104	614.958005837303	10774.8865635014	23207.7051915198	8246.8814625347	11400.7474634578	6581.15419502527	5646.36526047893	4556.83815103368
"YML042W"	2322.79129925663	2556.34008624378	1985.93191284758	484.538189395284	522.028044011298	454.413480143122	943.097343778349	1010.58953310857	1301.82265140842	1805.18811780019	2635.12127741458	2014.32897402288	39701.0460491886	32386.6025035033	30474.6569242943	16829.1894598839	7780.19978833706	14696.7184145757	2750.87492432418	650.516802093201	6561.26259009088	13905.0025591536	4204.55590415408	8685.73724537037	15799.4494057311	15145.8913660673	14048.0742582153
"YLR377C"	725.777084652974	794.313277911306	577.014862866738	789.328340789093	839.009019502029	667.571189378701	782.736122639567	723.990462551368	757.43881709202	462.598807546052	549.396277824884	672.413284681049	18474.1712265234	15411.8155478781	15754.9711469034	3297.5152733632	1728.93328629712	2395.0886493579	715.028861196175	276.103594457564	2356.62049565379	5914.95776040069	386.459549804282	4556.47323120076	3172.75805973984	3117.36415765572	5416.43971991028
"YBR050C"	1813.30035525575	2255.95480033024	1456.6106904075	1467.01193747789	1773.11233165128	957.27189420342	1534.26681846294	1985.58833196494	1628.29093299996	865.74716592956	984.019420197485	965.684446722675	16214.3308180581	15071.8610750191	10133.5884461909	4567.49357768486	3168.95272080512	3929.81454364807	1201.64572506579	673.525434964665	1570.70608547863	3728.97192863191	1040.54750441955	2005.97044295516	4209.73271134298	3449.26126550996	5438.60255962348
"YNL270C"	338.137487498342	412.482418849201	487.100622718127	173.049353355459	148.58483226128	138.552511003127	316.388355219759	328.745992697969	655.366848157694	239.659623186509	237.702737383407	313.647322183476	5175.54572421033	2419.0013454281	3886.53677507472	1091.26404730005	730.246822238654	875.022823311705	92.6889264513561	98.3096131780722	215.565095362329	421.202148072521	139.497431079086	548.358099472803	387.716549833891	565.733706569725	525.575913198951
"YOR084W"	1602.34521102818	1584.24776156731	1240.03465109302	1263.81850321535	1036.13156363533	1011.53022019066	1602.74539397626	1321.54015868044	1671.2259675517	1436.09991258272	1161.13126373806	1676.66689167223	16720.6971067667	22251.0442078779	17564.5118276729	6261.32516414625	5057.12986241909	6578.70562447963	2012.67383151516	805.30215050123	6120.02778552111	12340.6897712488	2551.25301729084	6960.32210912223	10842.6938591478	12077.900331894	9099.42876225172
"YPL134C"	1034.21330635754	1072.80459254835	888.978183034527	716.7592571239	728.065678080273	629.784140923303	831.277897686982	718.370872932599	857.890596043261	1964.34192441242	1494.38117987362	1996.8636939013	4946.95751387902	4367.80060068493	3754.01382242183	1592.61289221906	1285.32540362878	1151.73161141656	926.889264513561	903.611763679302	1487.6237049744	1834.09542958161	1073.61356215682	1358.14273474078	3196.15474809188	2953.47281720704	3539.72211419535
"YHR096C"	4506.97669147565	4244.80315108721	2429.24820992812	1426.81982960178	1438.30117628919	1145.23823780207	2307.46794957534	2336.81268313799	2056.02108853427	2167.46429238445	2734.74668940616	2470.60941719931	32422.8745928167	35837.7547785756	16871.3766268278	64854.2967936714	32879.3062984899	44660.9816509764	1052.68137898326	548.023801120317	1069.96633270989	6915.17957025391	1545.83819921713	2211.28591740893	7134.31875534862	6245.01438270362	9121.59160196493
"YML043C"	48.7405387384998	32.4030774892154	51.6029552157245	65.8703990191746	65.3773261949633	148.241497786562	38.1399661086832	37.4639307917914	41.3148445686556	18.5782653632953	25.6346089335046	35.6582802482375	336.613018589155	251.48439317522	428.089295539332	419.108655847122	443.607882668341	425.141979075007	102.619882856858	345.129493071955	249.247141512692	102.368116999904	168.430231599193	365.997150113243	279.089068199396	222.179055671019	363.312265298673
"YKR009C"	2166.66926110987	2293.61243092581	1903.05443931929	1136.54349494101	1210.47110015523	1051.25506600274	2238.12255665046	2141.06364475088	2254.49436146213	2040.51281240193	2468.4963193468	2015.78441403302	22755.6187609568	23260.2584501967	24896.6453717227	15193.8749310313	9140.59729518664	14969.7621856195	5809.60949721892	1328.22562485268	14299.1513257011	25381.9613432157	8703.60638503067	15064.5447187726	18322.9493637016	17833.9836445562	9303.64349960914
"YJL037W"	41.1248295606092	53.4212899146524	63.3308995829346	40.1921078761065	38.6320563879329	36.8181497770546	30.3386094046344	38.4005290615861	54.2763644333319	124.474377934078	128.755649416012	203.7616014185	272.955542294358	267.867741264811	226.493773624937	139.175704583195	113.7456109406	184.16710731482	115.861158064195	96.2179192806664	115.641691782916	167.414524676926	121.931087906164	114.772625471052	367.662245532138	535.561242219339	406.846414735333
"YCR010C"	5008.85192629864	6022.59361873876	4753.72678350917	861.897424454285	1234.24467331703	822.594977913668	2863.09791038593	3042.07118029346	4719.61342072525	3293.92644891225	4794.25447531386	4295.73118990501	121877.060902472	119591.887714778	68107.9628000747	49442.1690531801	26641.4969945074	38773.1317424936	7007.94490348288	537.565331633288	21657.555674684	48966.0826316206	10556.3389326218	23456.9741434947	133472.25787633	103226.85792093	118746.912123393
"YLR174W"	1296.19370207698	1485.28701139755	1186.86796996166	362.845418325962	347.688507491396	238.349074872512	643.178519378249	634.077028651069	1280.76018162832	1842.34464852678	1812.48337254848	1816.38913264491	40775.5070884674	35605.1112357034	27414.5814721276	4823.70339748574	2748.0939603249	3522.08139561277	536.271645897131	184.06906297171	2947.17903815684	7546.44962508665	401.959264368625	5313.9725593097	5778.98202295515	4735.01968953206	8065.69059562848
"YJL088W"	554.423628150435	591.137224465416	387.804027075748	436.530949432157	800.376963114096	420.502026401098	553.896325987468	644.379609618812	252.749637361187	437.208511549549	1131.41842156514	471.562563282814	5420.53055722365	4302.26720832657	3282.55337874156	1227.27666768818	3255.39938511998	982.224572345705	380.686662210927	460.172657429274	426.639251237942	542.764287009906	167.396917294903	456.539999095962	2068.10013111828	1400.27664098834	3570.59178379589
"YMR174C"	647.335280120701	629.67061391205	340.892249606907	131.740798038349	118.867865809024	111.423348009507	178.564386781562	180.763466070393	186.321848054721	328.216021418216	264.502555813889	339.117522360789	5139.85895719658	4697.10589728571	1979.00942628314	3248.48746833958	2324.96028762587	2480.30029602595	1708.12450174642	1388.88474787745	829.701070170629	1436.3526416549	1651.23625825466	469.292513037189	589.930784876567	1003.92017747646	397.348054858243
"YPR002W"	833.158584061231	1105.20767003756	1028.93165248323	607.34740790561	819.197708533858	558.085638725881	1155.46760961079	1262.53446768337	1302.63274639997	357.941245999489	461.422960803084	395.879682755942	10579.679658752	8406.29590476909	7230.13102897761	5209.5996692846	2886.86360567244	4404.43425304646	1360.54102755383	328.395941892709	2993.21116789567	5493.75561232817	2253.65849765545	2746.89150294051	3207.8530922679	2428.19764237987	2210.74326139258
"YDR536W"	673.228691325529	989.607501697659	485.536896802499	293.625676983778	324.905499877999	267.416035222818	526.158168817516	645.316207888606	530.612219460185	474.984317788249	585.517772231186	537.05736373876	11685.0049289616	5571.15751786538	7580.31289174524	2120.84795279619	1207.97838818918	755.909768829483	235.032634930224	138.051797228782	555.753761481004	3445.32693777801	221.129261117958	1665.47832072437	793.816211944389	866.772612247433	844.562499071206
"YOL147C"	659.520414805326	777.673859741169	647.382529069998	809.424394727146	913.301435632669	786.745726814957	834.745167333226	799.854922404745	815.765656483063	705.35480829311	783.02078196887	764.83372532444	3809.80350552196	4407.93980350443	2873.74014904264	1695.41312855892	1476.41803000899	1973.61168734389	1403.57517197768	746.734721373867	2287.01093360971	3333.36180980936	1346.40853848925	1817.23323662499	4300.81267671344	4721.9906708353	3470.06747509669
"YIL160C"	5860.28821238681	6534.03678775773	3276.00579324069	1445.79943609883	1580.94261526002	883.635594649311	3968.29011012618	3496.32134114393	3940.30203886159	1899.31799564089	2121.846493996	2087.10097452949	49048.0854851413	71901.5997607875	45688.2918888459	43395.9336142988	27110.1289115827	45662.4475628923	10698.950367528	1518.5697695166	22964.4190653181	49902.3243683489	17250.1489958093	23556.4437522363	32365.1403549916	37974.7893362645	19439.9765484431
"YDR275W"	226.94813350114	185.660876424693	184.519658044106	231.104620287613	239.716862714865	270.322731257848	231.440248886782	225.720183020543	256.800112318899	354.84486843894	332.084706638583	291.815722031494	811.150569150371	711.856474492724	591.132685772886	472.881087163356	534.604371420822	373.831740221126	215.170722119219	171.518899587275	290.788331764808	332.696380249687	289.328005201067	304.785083195349	543.97300418505	595.90617092011	721.8753506588
"YKL217W"	2829.99753050414	3371.67157658052	2355.7530918936	1081.83757033187	1110.42397976597	855.537532977348	2928.97603366456	3106.6964609093	3242.00015615215	2921.12259062213	3311.52539041001	2825.00905966649	33167.4741640225	26840.8391751768	28339.8326324678	58086.8781583135	27130.603121552	36377.1268388705	7223.1156256021	817.852313885664	15699.2017106846	28906.1970378478	7636.19270869959	15473.900416286	29958.6238387812	26880.2370470626	25494.3894400979
"YLR284C"	1238.31431232501	1295.24734071756	1125.88265925217	873.061898864314	1030.18817034488	678.22907484048	1211.81074136225	1091.13698431092	1227.29391218654	884.944706804965	1069.07971347684	899.461926261663	8678.63593485736	11827.1389858757	8482.2721391949	4119.91716408208	3093.88061758433	5237.30938015676	2896.52895160488	545.932107222911	5139.88024254552	10721.9939211878	4898.94311663664	4875.28607973146	5240.85819085811	5483.15965785639	3002.27325115003
"YLR164W"	489.690100138365	396.718759530123	328.382442281883	284.694097455755	272.405525812347	222.846696019015	400.469644141174	417.722828328474	375.884076075612	373.423133802235	409.571138187586	343.483842391185	2398.72944765395	2281.38122147553	1058.57728240308	1301.60914627238	1069.20874284164	1059.18993062652	291.308054561405	140.143491126188	386.220795857505	897.853692853322	621.021896878004	377.474412660348	669.312406071006	673.394545274509	605.520442164454
"YOR235W"	4.56942550673436	1.75151770211975	3.90931478907004	5.5822372050148	4.95282774204267	5.81339207006126	4.33408705780491	5.6195896187687	7.29085492388041	9.90840819375748	7.57386173035365	9.46036006585892	48.2253608293919	36.8625332015795	28.9140987606303	17.3969630728994	29.5738588445561	5.49752559148715	6.62063760366829	2.09169389740579	5.61367435839397	19.1940219374819	14.4664002600533	7.65150836473679	46.7933767040903	43.2014830471426	42.7426194469027
"YNL240C"	788.225899911677	723.376810975457	817.828653873452	1106.39941403393	1062.87683344236	1456.25471355034	790.537479343616	647.189404428196	869.231925924853	873.797747586988	622.221871385977	978.055686808799	2743.05852397581	2644.27238165997	2391.83850303214	2141.40800006416	2117.94327571398	2467.47273631248	1423.43708478868	2922.09637467589	1800.86673417279	1461.94467090487	1661.56940129756	1648.90005260078	2903.69614369132	3273.02664419066	3280.89180754466
"YPL222C-A"	268.072963061749	231.200336679807	154.02700268936	476.723057308264	522.028044011298	412.750836974349	367.530582501857	293.155258445767	232.497262572631	373.423133802235	224.302828168166	368.226322563432	1376.35179807084	1233.66611114619	845.737388748436	1369.61545646644	1078.30839171689	922.668045104594	503.16845787879	238.45310430426	220.056034849044	692.051124301432	355.460120675597	159.40642426535	578.232440700544	499.217137433648	860.393098866355
"YNL009W"	600.117883217779	639.303961273709	524.630044693199	735.73886362095	979.669327376041	636.566431671708	841.679706625714	822.33328087982	634.304378377595	291.059490691626	317.519587926364	292.54344203656	3292.82763743088	3456.0672794992	2732.38233287956	2611.12600303245	1585.61381651197	2773.50166090527	1900.1229922528	717.451006810186	2182.59659054358	4329.31828145426	2647.35124758976	2036.57647641411	1597.65957603965	2093.55758322105	765.40950009546
"YGR043C"	2484.24433382791	3066.03173756062	1358.87782068075	1527.30009929205	2133.67819127198	1162.67841401225	1272.48796017152	1669.0181167743	894.344870662663	779.667869746292	1288.13909890861	1041.36732724955	16579.8790531449	13580.1572314619	7407.63146859148	24719.5029844925	16254.2478034118	19158.8766863327	5031.6845787879	3553.78793169244	4065.42297034892	10311.4551186361	7107.13578490335	2938.17921205893	3001.46087716236	4008.82333164438	1381.21983212676
